,0
RightRedNucleus_SizeZoneNonUniformityNormalized,0.0005295776832694895
RightSuperior_ClusterProminence,0.0005293896942037773
LeftCaudate_LargeAreaEmphasis,0.0005287211989266973
LeftCaudate_Entropy,0.0005263986033181104
RightLateralVentricle_ClusterShade,0.0005263580545558509
RightCCSplenium_LargeAreaEmphasis,0.0005248181527440054
RightCaudate_LargeAreaEmphasis,0.0005233397660107312
LeftFrontal_ZonePercentage,0.0005229099759443191
RightInsideThalamus_HighGrayLevelZoneEmphasis,0.0005223725458196116
LeftSuperior_SmallAreaEmphasis,0.0005213300705714265
RightExtThalamus_SmallAreaEmphasis,0.0005206485449050461
LeftVentricle_MeanAbsoluteDeviation,0.0005188797593477283
RightExtThalamus_Autocorrelation,0.000518549808046988
RightSuperior_Autocorrelation,0.0005184383468643673
LeftVentricle_JointEnergy,0.0005180452863487796
RightRedNucleus_10Percentile,0.000518031740685046
LeftInsideThalamus_RootMeanSquared,0.0005180052146879365
RightInsideThalamus_Maximum,0.0005170909331401749
RightPutamen_Kurtosis,0.0005168629623757445
RightCCSplenium_Entropy,0.0005124818527643287
LeftVentricle_SizeZoneNonUniformity,0.0005109505633217511
RightCaudate_DifferenceEntropy,0.0005101034836559897
RightCST_Entropy,0.0005092526647365621
RightFrontal_Skewness,0.0005082765556291055
LeftExtThalamus_Mean,0.0005062891627090944
LeftCCSplenium_90Percentile,0.0005037651348287435
RightInsideThalamus_Median,0.0005037174041532388
LeftRedNucleus_Energy,0.0005036435336554345
LeftCCSplenium_Maximum,0.0005029828170294598
LeftInsideThalamus_ZoneVariance,0.0005026361794152257
LeftExtThalamus_GrayLevelVariance,0.0005010109211654154
LeftSuperior_ZonePercentage,0.0005005054570808092
LeftCST_SumEntropy,0.0005001526721256509
LeftCaudate_SizeZoneNonUniformity,0.0004999274924657104
LeftInsideThalamus_Uniformity,0.0004999023566101275
LeftVentricle_MaximumProbability,0.0004987154442894961
RightRedNucleus_Correlation,0.0004967180202833792
RightCST_GrayLevelNonUniformity,0.000496503301322941
RightVentricle_Autocorrelation,0.0004962236451560913
LeftIntThalamus_JointEnergy,0.0004959477399256136
RightCCGenu_Kurtosis,0.000494696723212056
LeftRedNucleus_ZonePercentage,0.0004945847626588551
RightCST_SumEntropy,0.0004941891278773121
LeftInsideThalamus_SumAverage,0.0004938809557405666
LeftFrontal_MaximumProbability,0.0004936700673554468
LeftCST_ClusterShade,0.0004916144555365768
RightExtThalamus_Uniformity,0.0004913178287009671
LeftInsideThalamus_Entropy,0.0004901468598899816
LeftPosterior_ZonePercentage,0.0004899364031454196
LeftPutamen_JointAverage,0.0004899278576263495
RightPutamen_InverseVariance,0.0004889629302473056
LeftCST_HighGrayLevelZoneEmphasis,0.0004880544912826263
RightFrontal_Correlation,0.00048805065547027253
LeftFrontal_RobustMeanAbsoluteDeviation,0.0004879852647047301
RightCCSplenium_Energy,0.0004874373611514564
LeftSuperior_SizeZoneNonUniformityNormalized,0.0004873733354080094
LeftIntThalamus_JointAverage,0.0004873150895025175
RightPosterior_LargeAreaEmphasis,0.00048706457729791536
LeftCCSplenium_ZoneEntropy,0.00048701773927680965
RightPosterior_StandardDeviation,0.0004866953134376331
RightLateralVentricle_HighGrayLevelZoneEmphasis,0.0004865623627634769
RightPosterior_MaximumProbability,0.000485654160768095
LeftCCGenu_Maximum,0.0004840913549589815
LeftSuperior_JointEntropy,0.0004840307982704241
LeftInsideThalamus_Maximum,0.0004837346298755223
RightSuperior_GrayLevelNonUniformity,0.00048337899323509017
LeftPosterior_ClusterProminence,0.00048206422615575936
LeftPosterior_Skewness,0.00048060596993673287
RightCST_Kurtosis,0.0004799515719064355
RightCST_Range,0.00047906712925432796
RightCaudate_ClusterProminence,0.00047822897862809325
RightInsideThalamus_DifferenceAverage,0.00047800200449613
RightCST_ZoneEntropy,0.0004775811745873615
LeftExtThalamus_Imc1,0.0004769893666169312
